18:20:39.533 | 0f 10 48 c0 1c 1d 25 a8 4a d2 22 25 1c d1 16 b5  |  -99 CRC error
18:20:40.059 | 0f 12 4a d8 ad 2f 23 a6 15 dd 21 46 2b c9 22 3f  |  -99 CRC error
18:20:40.314 | 0f 13 48 e4 1c 08 1f 80 26 b6 23 60 16 b4 1b 27  |  -97 CRC error
18:20:40.568 | 0f 14 48 f0 25 ee 1b 3a 26 b5 1d 2a 18 57 33 a6  | -101 CRC error
18:20:40.839 | 0f 15 48 fc 17 b3 13 41 28 6d 21 39 23 5a 1f 21  | -101 CRC error
18:20:41.094 | 0f 16 49 08 1c 6c 91 f4 1b ba 21 09 29 5a 2a 50  | -101 CRC error
18:20:41.876 | 0f 19 59 55 43 55 5a a4 aa aa 9a a9 4a a9 19 89  |  -96 CRC error
18:20:42.130 | 0f 5a 49 28 23 41 27 20 16 68 1e 8c 0e 4e 23 d7  |  -99 CRC error
18:20:42.385 | 0b 5b 49 54 9d a3 de 7a 2d 95 21 ab 17 24 32 c1  | -102 CRC error
18:20:42.650 | 0f 1d 49 50 1d 95 22 c2 9a 92 2d 24 2b a5 20 79  |  -99 CRC error
18:20:43.950 | 0f 25 49 8c 1b 35 25 1b 16 94 24 d7 1f a9 5c 6c  |  -97 CRC error
18:20:44.206 | 0f 22 49 98 21 19 18 f3 1a 67 1e 7f 16 5a 1c a4  |  -98 CRC error
18:20:44.729 | 0f 24 49 b0 26 21 1a 0b 1d 6e 1c 0e 25 3c 15 ce  |  -99 CRC error
18:20:45.244 | 0f 26 49 c8 22 5c 23 b3 2d a4 1a 57 25 34 29 7c  | -101 CRC error
18:20:47.057 | 0f 2d 4a 4c 26 3a 27 c8 56 bd 15 bf 25 aa 1d 1a  | -100 CRC error
18:20:47.835 | 0f 30 4a 40 a1 76 5b 2f 22 89 15 8b 25 b2 15 ba  |  -98 CRC error
18:20:48.618 | 0b 33 4a 64 1e 9a 1a 2c 1d 4e 1b 69 16 e8 1d b1  |  -99 CRC error
18:20:48.877 | 0b 34 4a 74 9c d1 19 ee 2f 3a 27 cd 1d 9d 1c 29  | -104 CRC error
18:20:49.655 | 0f 37 4a 94 25 dd 24 b1 1d ce 29 3f 1e c8 1f 26  | -101 CRC error
18:20:50.691 | 0f 3b 4a c4 1d cd 22 78 37 ad 23 53 23 57 15 69  | -101 CRC error
18:20:51.201 | 0f 3d 4a dc 13 08 1a 1f 12 25 0e 7d 1d ed 17 8b  | -100 CRC error
18:20:51.470 | 0f 3e 4a e8 25 e6 16 6d 30 08 1b a6 15 3f 19 ba  | -101 CRC error
18:20:52.247 | 0f 41 4b 0c 19 dd 01 a2 ad 22 1e 35 20 88 25 73  |  -97 CRC error
18:20:52.506 | 0f 42 4b 18 29 d7 21 9e 23 d6 26 45 1f 57 21 d5  |  -95 CRC error
18:20:52.764 | 0f 43 4b 2a aa aa bd 5e af 55 6a ae ab ff fa ac  |  -95 CRC error
18:20:53.022 | 8f 45 4b 30 2a 3e a3 0e 21 57 1e 29 2b 0a 19 53  | -100 CRC error
18:20:53.542 | 2f 46 4b 49 1a 88 1f ae 26 4f 1b 20 23 5f 19 b3  | -102 CRC error
18:20:54.835 | 0f 4b 4a a4 1b 4a 3f fb fd 57 d5 aa aa a9 55 57  |  -97 CRC error
18:20:55.089 | 2f 4c 4b 90 1f 39 20 93 27 1e aa 25 19 7f 26 ae  | -101 CRC error
18:20:55.354 | 0f 45 4b 99 1f 38 5a 96 1d b6 9d c6 57 4d 22 58  |  -92 CRC error
18:20:55.616 | 0f 4e 4b a8 2d 5a 2b 91 1e 2f 2b 6a 1e 3e 19 26  | -101 CRC error
18:20:55.873 | 0f 4f 4b b4 18 b3 15 e6 1a 9a 2c 6d 18 54 25 32  |  -99 CRC error
18:20:56.385 | 0f 51 4b cc 28 41 1f 4f 20 ab 10 b6 17 fb 17 4d  |  -95 CRC error
18:20:56.912 | 0f 53 4b e4 14 f4 1a ea 21 fd 13 76 20 4e 1c 47  |  -96 CRC error
18:20:57.423 | 0f 55 4a fc 19 4c 18 29 22 e9 53 85 1d e2 55 52  | -103 CRC error
18:20:57.691 | 8e 56 c8 08 ac e8 1c 84 1a 59 5e 36 2e 62 20 6b  | -101 CRC error
18:20:57.947 | 8f 57 4d 15 5a 21 21 27 24 b5 1c 28 10 29 22 21  | -101 CRC error
18:20:58.201 | 0f 58 4c 20 2b eb 18 de 1b a7 02 48 24 48 82 28  | -102 CRC error
18:20:59.497 | 0b 5d 4c 5c 2f 18 1a 75 1c 47 1e 74 2b 03 25 b6  | -103 CRC error
18:21:00.277 | 0f 64 4c 80 1e 8c 1c e1 17 ca 1f 80 16 c1 1a 20  |  -99 CRC error
18:21:01.576 | 0f 65 4c bc 17 6a 28 f3 12 31 1f a0 23 c8 19 f3  | -100 CRC error
18:21:01.830 | 8f 66 4c c8 5b 21 28 ff 1d 6a 23 ad 1f 80 2b f3  | -103 CRC error
18:21:02.355 | 0f 29 4c e0 28 67 18 25 23 35 21 56 1b 5e 2f 85  |  -99 CRC error
18:21:02.609 | 0f 69 4c ec 25 37 19 5a 12 d0 29 36 16 5c 55 fd  |  -99 CRC error
18:21:03.646 | 8f 6d 4d 5c 25 53 29 4e 2b 55 5c e5 15 25 28 ad  | -103 CRC error
18:21:03.900 | 0f 6e 4d 28 11 9a 1f e8 24 a3 1a c6 21 0b 27 03  | -101 CRC error
18:21:04.171 | 0f 6f 4d 34 12 46 19 74 aa 89 24 c3 19 57 24 44  | -101 CRC error
18:21:04.431 | 0f 70 4d 40 1e 6e 26 38 25 b0 2e 82 20 ec 1d 89  |  -98 CRC error
18:21:04.690 | 0f 71 4d 4c 1f ee 26 28 9e 88 1c c0 2d 38 0f aa  |  -99 CRC error
18:21:05.465 | 0f 74 4d 70 28 c1 2a 40 1f 96 23 f3 1d 6e 26 c4  |  -99 CRC error
18:21:05.719 | 0f 75 4d 7c 17 ed 23 44 1d c1 21 16 18 f8 1e 13  | -101 CRC error
18:21:06.230 | 0f 77 4d 94 1c 97 1e 05 24 a8 22 91 20 46 28 c1  | -103 CRC error
18:21:07.013 | 0f 7a 4d b8 23 7f 28 7e 22 70 1e 14 24 ea 12 5d  |  -99 CRC error
18:21:07.541 | 00 04 4d d0 24 36 1e cf 2c 54 27 8f 26 82 25 d3  |  -90 CRC error
18:21:07.795 | 0f 6d 4d d4 18 c9 17 a2 1d fc 1a 16 2f a5 1d 4c  | -102 CRC error
18:21:08.059 | 0f 7a 4d 68 25 35 24 d5 28 b3 22 dd 1c e8 17 a7  | -101 CRC error
18:21:09.083 | 2f c2 4e 18 16 63 36 32 1f 6a 22 9e 22 d5 1e 2e  |  -98 CRC error
18:21:09.608 | 0f 84 4e 30 18 fc 19 e3 25 66 2e 01 19 b3 20 61  | -102 CRC error
18:21:09.864 | 0b 85 4e 3c 20 f4 1a db 12 39 1f 7d 28 35 1a 06  | -101 CRC error
18:21:10.388 | 2f 87 55 55 ea a5 55 6a aa aa 92 aa a5 56 21 a9  | -101 CRC error
18:21:10.646 | 0f 88 4e 60 23 1c 1c 92 23 dd 28 53 18 78 12 c1  |  -96 CRC error
18:21:10.902 | 0f 89 4e 6c 2d 0e 1b 17 22 b5 32 58 2d 30 1f fd  |  -95 CRC error
18:21:11.159 | 0f 8a 4e 78 17 ed 23 05 19 71 26 b3 20 d8 18 33  |  -96 CRC error
18:21:11.427 | 4f 8b 4e 84 22 36 21 ff 13 2c 1b 59 15 ad 33 1f  |  -96 CRC error
18:21:11.939 | 0f 8d 4e 9c 19 65 1f bc 1f ed 1a 85 1b b4 23 2a  | -100 CRC error
18:21:12.208 | 0f 8e 4e a8 17 22 99 88 13 78 18 b2 1f 15 14 65  |  -98 CRC error
18:21:12.462 | 1f af 4e b4 18 df 34 8a 2c 53 5d 5d 19 bb 2c a6  | -102 CRC error
18:21:12.723 | 0f 90 4e c0 22 91 1c c4 25 c5 20 0b 29 4f 1e d4  |  -96 CRC error
18:21:13.244 | 0f 92 4e d8 21 63 26 fb 18 be 1d 11 1d a4 18 d6  |  -95 CRC error
18:21:13.500 | 0f 93 4e e4 22 d2 12 d2 26 2e 20 c7 10 4d 20 41  |  -97 CRC error
18:21:13.756 | 0f 94 4e f0 25 22 24 f7 2b 8b 1b 23 1e b2 14 3b  | -101 CRC error
18:21:14.011 | 0f 95 4e fc 1d 62 24 b3 26 a9 1f 13 22 da 2b 67  | -101 CRC error
18:21:14.271 | 0f 96 4f 08 1f dc 24 de 24 da 28 bf 28 93 1c be  | -104 CRC error
18:21:14.796 | 0f 98 4f 20 26 ab 25 fd 27 09 18 01 20 d4 29 db  |  -97 CRC error
18:21:15.058 | 0f 99 4f 2c 26 c5 22 58 1b 94 25 76 29 16 2f 4f  |  -96 CRC error
18:21:15.319 | 0f 9a 4f 38 1d 92 2b e2 17 0d 2f 47 1d c6 18 df  |  -94 CRC error
18:21:15.574 | 0f 9b 4f 44 28 b7 22 2f ff f7 29 7e 20 6d 14 c4  |  -97 CRC error
18:21:15.829 | 0f 9c 4f 50 19 92 17 fa 1d 40 15 1c 16 33 1b 69  | -100 CRC error
18:21:16.085 | 0f 9d 4f 5c 20 69 1d 92 1f 81 24 74 1c 7c 1f 1f  |  -99 CRC error
18:21:16.355 | 0f 9e 4f 68 29 9c 1c 97 11 77 24 e5 1f d9 16 b7  |  -97 CRC error
18:21:16.613 | 0f 9f 4f 74 1b ef 28 75 23 ab 1f 26 20 5b 1a bc  | -102 CRC error
18:21:16.865 | 0f a0 4f a0 25 43 21 18 14 cf ff ed 24 0a 2c 18  |  -94 CRC error
18:21:17.124 | 0f a1 4f 8c 35 8f 21 6f 22 9c 24 d1 21 36 12 c2  |  -98 CRC error
18:21:17.390 | 4f a2 4f 98 1a 03 19 0e 21 17 2d d5 2c 93 2b 14  |  -98 CRC error
18:21:17.646 | 0f a3 4f a4 25 4f 13 65 1b d1 1f 68 1a 50 1d 58  | -100 CRC error
18:21:18.161 | 0f a5 4f bc 2a 2f 18 42 29 44 2e d6 11 47 17 bd  |  -99 CRC error
18:21:18.429 | 0d a6 4f c8 28 6d 1c 85 1f 19 24 33 2c 0a 2b 42  |  -98 CRC error
18:21:18.943 | 0d a8 4f a0 21 f7 1d ff 1a 7b 1b c0 29 4a 0a 93  | -101 CRC error
18:21:19.195 | 0f a9 4f ec 2b d2 2a 0e 9d 04 1f 7b 1d ac 18 c0  | -100 CRC error
18:21:19.722 | 0f ab 50 04 9c e6 22 8a 95 54 a5 4b 27 8a 1e 9f  |  -97 CRC error
18:21:20.235 | 0f ad 50 1c 24 94 17 b3 1d d9 26 59 1e 20 1c 76  | -100 CRC error
18:21:20.489 | 8f ae 50 28 26 b1 27 4f 25 b0 1e d8 27 d6 1a ba  | -100 CRC error
18:21:20.761 | 0f af 50 34 22 71 0f b5 1c e1 1c 69 1e 34 53 fb  | -103 CRC error
18:21:21.015 | 0f b0 50 40 24 73 15 7f ff 73 24 80 2a 9f 27 ff  | -100 CRC error
18:21:21.277 | 0f b1 50 4c 1e 65 1e 90 22 0e 30 38 22 45 28 e7  |  -97 CRC error
18:21:21.532 | 0f b2 50 58 24 ab 19 cf 1f a1 21 1d 21 9a 25 f6  |  -98 CRC error
18:21:21.799 | 0f b3 50 65 2e e0 22 9d 20 ff a5 1b 1f b6 21 65  |  -96 CRC error
18:21:22.055 | 0f b4 d1 70 8f ad 20 9d 19 d7 1b a8 2a c0 26 56  | -102 CRC error
