17:02:13.405 | 0f 8f 36 b4 1d ee 20 1d 1f 89 28 92 22 12 18 18  |  -99 CRC error
17:02:13.667 | 0f 90 36 c0 23 72 2c 1b 1e e9 2b e9 2b b5 1d c4  |  -99 CRC error
17:02:13.926 | 0f 91 36 cc 1a 4f 0b ff 14 9f 19 01 5b 04 12 6f  |  -98 CRC error
17:02:14.178 | 0f 92 36 d8 21 72 22 51 2c 98 1c 58 27 07 24 cb  |  -99 CRC error
17:02:14.444 | 0f 93 36 e4 24 d2 28 9a 24 88 26 22 23 5d 1a 8b  |  -97 CRC error
17:02:14.703 | 0f 94 36 d0 1b 98 24 3d 2b 6e 22 21 27 7a 21 92  | -102 CRC error
17:02:14.963 | 0f 95 36 fc 15 7d 7d ff fd e5 24 18 28 7f fd c0  |  -99 CRC error
17:02:15.224 | 0f 96 37 08 23 80 18 bd 1f 88 22 16 27 d6 27 26  | -102 CRC error
17:02:15.737 | 0f 98 37 20 27 b4 1e 40 13 4c 27 e3 1c 7c 22 ad  |  -96 CRC error
17:02:16.000 | 2f 99 17 2c 12 11 22 bc 1a 1f 2a d5 20 91 19 1c  |  -99 CRC error
17:02:16.258 | 0f 9a 37 38 2d b2 13 27 1f 79 14 b7 20 08 2a aa  |  -97 CRC error
17:02:17.295 | 0f 9e 37 68 1b 0a 21 a0 1b c5 2b 18 1d aa 2f f1  |  -98 CRC error
17:02:17.555 | 0f 9f 37 74 15 39 1f 0c 1d 29 17 67 2a b7 24 6b  | -101 CRC error
17:02:17.815 | 0f a0 37 80 23 63 20 dd 2e 32 22 27 28 f6 1e 53  |  -97 CRC error
17:02:18.073 | 0e a1 37 8c 20 eb 1f 7e 29 3a 2b af 20 86 21 96  |  -96 CRC error
17:02:18.848 | 0f a4 37 b0 2b e6 21 02 29 da 22 34 24 fe 26 e1  | -102 CRC error
17:02:19.111 | 0f a5 37 bc 22 40 1b a8 2d 61 1c 48 20 31 24 de  | -100 CRC error
17:02:19.369 | 0f a6 37 c8 1c 2f 27 4c 1e e8 27 ca 22 70 2c bc  |  -99 CRC error
17:02:19.625 | 0f a7 37 d4 15 dc 1b fc 18 86 1e 2e 20 f1 1e d1  | -101 CRC error
17:02:19.887 | 8f aa b7 e0 25 fe 2a 6e 12 5e 27 65 5a ad 26 9e  |  -99 CRC error
17:02:20.406 | 0f aa 37 f8 09 8d 1d 5a 5a ab 20 ef 1c e1 1f d1  |  -99 CRC error
17:02:20.666 | 0f ab 38 04 25 17 09 7a 25 59 3f 8e 29 98 26 2f  |  -97 CRC error
17:02:21.444 | 0f ae 38 28 21 e1 24 f2 1b fc 19 34 2e 77 1a 0b  | -102 CRC error
17:02:21.963 | 17 b0 38 40 19 98 14 f4 28 c5 22 9c 20 88 17 93  |  -97 CRC error
17:02:22.221 | 0f b1 38 4c 16 63 0f 00 27 4b 18 32 12 55 2a 95  |  -96 CRC error
17:02:22.739 | 0f a1 00 64 1f 7f 17 d0 29 00 01 5a 16 97 1d 5c  |  -90 CRC error
17:02:22.997 | 0f b4 38 70 18 35 17 ef 2b d9 1c 44 28 5e 18 11  | -102 CRC error
17:02:23.775 | 4f b7 38 94 2d 19 15 e7 1a 2e 25 c3 20 09 24 b2  | -100 CRC error
17:02:24.032 | 0f b8 38 a0 1f a7 22 91 13 4a 27 62 28 c1 27 73  |  -97 CRC error
17:02:24.295 | 0f b9 38 ac 2e 8a 26 93 2f 42 57 8a 2a 51 20 86  | -101 CRC error
17:02:24.814 | 0f bb 38 c4 1a 6f 12 f5 2f 34 69 4e 1d b2 1f e4  |  -96 CRC error
17:02:25.073 | 0f bc 38 d0 22 57 29 77 1a a8 2a de 29 54 92 b9  |  -98 CRC error
17:02:25.328 | 2f bd 38 dc 29 bf 5a d6 ba dd ae eb ba b7 7b 7b  | -102 CRC error
17:02:25.591 | 4f be 38 e8 24 74 1e ce 11 52 ab aa aa e9 f5 55  |  -99 CRC error
17:02:26.369 | 0f c1 39 0c 26 c1 23 5f 25 24 24 96 9a ab 1d 9d  |  -97 CRC error
17:02:26.887 | 0f c3 39 24 29 7c 1d 83 1e 32 20 89 25 ca 27 f2  |  -98 CRC error
17:02:27.145 | 4f c4 39 30 20 cb 20 b9 1d 54 27 b6 22 13 19 bc  | -100 CRC error
17:02:27.405 | 0f c5 39 3c 21 72 26 fa 28 3b 24 2f 1d 21 1b 0b  | -102 CRC error
17:02:27.664 | 0f d6 39 48 23 6e 24 ba 28 5f 5b f7 28 9f 25 ea  | -101 CRC error
17:02:28.184 | 0f c8 39 60 23 56 21 53 2a 80 1d 61 0f 9b 2c cd  |  -96 CRC error
17:02:28.961 | 0f cb 39 84 22 86 06 1f 1d 7d 28 bd 1b eb 15 25  |  -99 CRC error
17:02:29.737 | 0f ce 39 a8 18 8b 19 ec 27 b8 a2 4c 2f d5 19 0b  | -100 CRC error
17:02:29.996 | 0f cf 39 b4 21 4d 16 23 33 80 26 83 1c 1e 27 34  | -100 CRC error
17:02:30.775 | 0f d2 39 d8 1d f2 21 46 26 54 10 99 33 7e 20 38  |  -99 CRC error
17:02:31.036 | 0f d3 39 e4 29 cb 1a a1 23 15 2c 87 2e 3d 19 80  |  -98 CRC error
17:02:31.293 | 0f d4 39 f0 25 0f 17 10 30 d6 2a 96 17 1b 2e b9  | -100 CRC error
17:02:31.554 | 0f d5 39 bc 1c 90 20 89 19 26 1d 99 22 08 2b 9d  | -100 CRC error
17:02:31.807 | 0f d6 3a 0a 29 21 17 26 2f a2 1c 42 2d 39 1b 1c  | -100 CRC error
17:02:32.327 | 0f d8 3a 20 29 6b 20 4d 1f 20 1d d9 19 30 24 32  | -100 CRC error
17:02:32.585 | 0f d9 3a 2c 1c 9c 19 b4 1e da 15 c6 1f ab 3a 6c  |  -94 CRC error
